latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemin,humidity,precip,preciptype,cloudcover,conditions,description,stations
39.952,-75.162,2016-05-22,64.6,51.9,58,51.9,76,0.186,rain,98.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-23,75,53.5,63,53.5,74.2,0.109,rain,76.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-24,81.4,55.5,68.4,55.5,59.4,0.051,rain,74.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-25,87.1,57.4,73.3,57.4,47.7,0,,33.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-26,88.7,62.6,76.4,62.6,50.9,0,,51.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-27,88.7,69.1,79.1,69.1,60.8,0,,49.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-28,89.5,68.1,78.5,68.1,58.6,0,,33.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-29,86.4,65.4,75.3,65.4,65.2,0.352,rain,64.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-30,78.5,69.3,73.1,69.3,83.5,1.135,rain,91.9,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-31,86.6,70.2,77.7,70.2,61.5,0,,60,Partially cloudy,Clearing in the afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-01,86.7,66.9,75.9,66.9,68.6,0.023,rain,66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-02,82.3,61.7,70.8,61.7,72.4,0,,72.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-03,74.1,64.8,68.8,64.8,84.5,0.118,rain,94.9,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-04,82.4,66.4,73.7,66.4,74.3,0,,83.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-05,81.6,67.5,72.7,67.5,78.5,0.426,rain,88.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-06,84.4,68.1,76.1,68.1,62.6,0.001,rain,49.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-07,82.7,69.4,75,69.4,60,0.007,rain,48.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-08,68.9,58.1,63.2,58.1,53.1,0.128,rain,41.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-09,75.1,52.8,65,52.8,39.3,0,,20.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-10,76.7,58,67.5,58,37,0,,36.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-11,90.8,57.8,75.4,57.8,58.6,0,,55.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-12,88.8,69.7,81.5,69.7,39.9,0,,40.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-13,76.5,60.2,68.7,60.2,44.4,0,,60.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-14,78,61.9,70,61.9,39.8,0,,51.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-15,79.3,60,71.1,60,56.4,0,,64.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-16,70.1,63.8,66.8,63.8,78,0.302,rain,98.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-17,82.9,62.7,71.4,62.7,58.6,0.001,rain,71.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-18,84.1,57.6,71.8,57.6,51.9,0,,32.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-19,90.9,65.1,77.8,65.1,50.1,0,,56,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-20,90.5,65.5,79.2,65.5,52.4,0,,36.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-21,87.1,73.8,79.2,73.8,59.4,0,,64.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-22,85.6,70,77.7,70,57.2,0,,61.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-23,83.3,70.1,75.6,70.1,67.3,0.086,rain,81.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-24,81.3,68.9,74.9,68.9,71.5,0,,80.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-25,85.5,64.9,74.7,64.9,60.8,0,,43.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-26,84.6,63.4,74.7,63.4,57.2,0,,49.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-27,84.8,62.8,73.5,62.8,70,0.176,rain,54.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-28,82.1,70.6,75.4,70.6,85,0.405,rain,89.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-29,83.7,68.2,76.2,68.2,62.9,0.012,rain,44.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-06-30,84.8,65.4,76.1,65.4,52.2,0,,26.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-01,84,68.5,76.1,68.5,75.2,0.031,rain,70.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-02,78.6,69.3,73.6,69.3,50.3,0,,41.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-03,78.3,66,72.2,66,54.4,0,,62.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-04,79.8,65.4,71.8,65.4,74.8,0.247,rain,88.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-05,88.5,72.3,79.5,72.3,74.7,0.12,rain,83.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-06,92.9,73.9,83.9,73.9,61.9,0,,41.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-07,92.8,74.1,84.3,74.1,65.6,0.007,rain,51.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-08,91.5,74.3,82.7,74.3,66.5,0.048,rain,59.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-09,78.1,72.2,74.6,72.2,88,0.02,rain,97.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-10,83.7,69.4,76.3,69.4,61.8,0.024,rain,52.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-11,84.3,64.1,74.7,64.1,55.9,0,,51.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-12,86.8,65.9,76.4,65.9,68.6,0,,42.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-13,82.1,70.6,75.3,70.6,84.6,0.271,rain,81.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-14,93.5,75.1,83.1,75.1,74.3,0.026,rain,69.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-15,91,77.4,84.7,77.4,61,0,,44.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-16,92,73.6,81.5,73.6,63.4,0.092,rain,66.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-17,90.7,71.7,81.3,71.7,60.3,0,,43.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-18,94.3,74.3,80.8,74.3,70.7,0.473,rain,50.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-19,86.9,72.3,79.5,72.3,57.1,0,,56.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-20,84.9,69,77.3,69,52.4,0,,51.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-21,88.5,69.2,79,69.2,62.7,0,,32.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-22,92.6,73.2,82.8,73.2,67.5,0,,60,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-23,94.3,76.1,84.3,76.1,62.9,0.015,rain,33,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-24,93.4,72.7,83.6,72.7,54.6,0,,51.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-25,94.5,74.2,82.7,74.2,72.3,1.628,rain,74.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-26,90.5,73.8,82.1,73.8,68.6,0.241,rain,60.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-27,92,75.4,84.1,75.4,56,0,,52.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-28,92.2,74.1,79.2,74.1,78.2,0.268,rain,67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-29,87.2,72.7,78.9,72.7,76.1,0.469,rain,72.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-30,86.7,73.8,78.8,73.8,80,0.217,rain,81.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-07-31,88.9,74.6,80.4,74.6,78.2,0.118,rain,81.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-01,77.6,72.6,75.6,72.6,85.6,0.015,rain,93,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-02,81,69,74.7,69,76.5,0,,83.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-03,82.8,65.4,73.6,65.4,67.4,0,,28.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-04,83.5,64.9,74.4,64.9,66.4,0,,25.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-05,83.6,66.7,75.7,66.7,65.2,0,,44,Partially cloudy,Becoming cloudy in the afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-06,89.7,75,81.1,75,73.4,0.022,rain,84.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-07,88,70.2,79.6,70.2,53.7,0,,27.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-08,82.9,72,77.2,72,65.4,0,,58.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-09,88.1,67.9,78,67.9,70.8,0,,56.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-10,91.5,76.5,83.4,76.5,70.8,0,,83.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-11,93.4,79.5,85.5,79.5,70,0.227,rain,68.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-12,95.2,80.5,86.8,86.3,69.6,0.007,rain,59.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-13,96.5,81.5,88.4,89,69.3,0,,40.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-14,95.4,80,88.5,84.5,63.1,0.027,rain,48.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-15,91.9,75.1,83.3,75.1,67.7,0,,57.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-16,92.8,75.8,84.2,75.8,70.6,0,,70.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-17,88.4,77.7,83.3,77.7,62.1,0.357,rain,61.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-18,87.3,73.5,79.2,73.5,71.5,0.197,rain,74.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-19,89.4,72.5,80.1,72.5,68.6,0.091,rain,54.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-20,91.3,71.2,80.3,71.2,69.9,0.003,rain,30.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-21,87.5,72.9,77.7,72.9,81.4,0.545,rain,70.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-22,81.4,68.3,74.6,68.3,58.8,0,,29.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-23,82.1,60,71.7,60,53.5,0,,12,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-24,84.6,65.1,75.1,65.1,62.5,0,,33,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-25,86.4,68.4,77.4,68.4,70.1,0,,53.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-26,91.8,74.4,83.4,74.4,62.8,0,,33.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-27,91.9,71.6,80.6,71.6,55.8,0,,32.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-28,88.6,68,78.6,68,66.9,0,,21.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-29,92.6,71.6,81.4,71.6,60.2,0,,47,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-30,88.7,69,78.9,69,56.8,0,,26.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-08-31,89.5,71.5,79.4,71.5,69.3,0.002,rain,58.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-09-01,80.3,72,75.4,72,77.4,0.409,rain,85.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-09-02,81.4,62.8,71.9,62.8,56.5,0,,46.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-09-03,77.7,65.3,70.6,65.3,65.9,0,,65.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-09-04,80.3,62.3,70.7,62.3,57.4,0,,58.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-09-05,85.4,61,73.2,61,55.5,0,,57.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-09-06,87.2,72.1,79.2,72.1,51.5,0,,57.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
